.identifier_batch	.identifier_sample_name	.metadata_moa	.metadata_treatment_remarks	.metadata_treatment	.response_aoc	.metadata_cancer_type	.metadata_cancer_subtype
Oncolead_010	ONCOLEAD_CELL_MDAMB436	Cytostatic_Intercalator	NA	Dacarbazine	0.161664743	breast	breast - TNBC
Oncolead_010	ONCOLEAD_CELL_MHHES1	Cytostatic_Intercalator	NA	Dacarbazine	0.056369585	sarcoma	sarcoma - ewings
Oncolead_010	ONCOLEAD_CELL_MIAPACA2	Cytostatic_Intercalator	NA	Dacarbazine	0.04537635	pancreas	pancreas
Oncolead_010	ONCOLEAD_CELL_MV411	Cytostatic_Intercalator	NA	Dacarbazine	0.28002064	hematological	heme - AML
Oncolead_010	ONCOLEAD_CELL_NCIH460	Cytostatic_Intercalator	NA	Dacarbazine	0.2476689125	lung	lung - NSCLC
Oncolead_010	ONCOLEAD_CELL_PANC1	Cytostatic_Intercalator	NA	Dacarbazine	0.004995002	pancreas	pancreas
Oncolead_010	ONCOLEAD_CELL_RAMOS	Cytostatic_Intercalator	NA	Dacarbazine	0.1892678485	hematological	heme - burkitt lymphoma
Oncolead_010	ONCOLEAD_CELL_RDES	Cytostatic_Intercalator	NA	Dacarbazine	0.2972638655	sarcoma	sarcoma - ewings
Oncolead_010	ONCOLEAD_CELL_SAOS2	Cytostatic_Intercalator	NA	Dacarbazine	0.114892068	sarcoma	sarcoma - osteosarcoma
Oncolead_010	ONCOLEAD_CELL_SW620	Cytostatic_Intercalator	NA	Dacarbazine	0.266473277	colon	colon
Oncolead_010	ONCOLEAD_CELL_U2OS	Cytostatic_Intercalator	NA	Dacarbazine	0.1246949505	sarcoma	sarcoma - osteosarcoma
Oncolead_010	ONCOLEAD_CELL_U87MG	Cytostatic_Intercalator	NA	Dacarbazine	0.10124205	brain	brain - GBM
Oncolead_010	ONCOLEAD_CELL_WSUNHL	Cytostatic_Intercalator	NA	Dacarbazine	0.2794768595	hematological	heme - NHL
Oncolead_010	ONCOLEAD_CELL_A204	Cytostatic_Intercalator	NA	Melphalan	0.389072126	sarcoma	sarcoma - rhabdomyosarcoma
Oncolead_010	ONCOLEAD_CELL_A549	Cytostatic_Intercalator	NA	Melphalan	0.3486156615	lung	lung - NSCLC
Oncolead_010	ONCOLEAD_CELL_ASPC1	Cytostatic_Intercalator	NA	Melphalan	0.396096584	pancreas	pancreas
Oncolead_010	ONCOLEAD_CELL_BXPC3	Cytostatic_Intercalator	NA	Melphalan	0.320158008	pancreas	pancreas
Oncolead_010	ONCOLEAD_CELL_COLO205	Cytostatic_Intercalator	NA	Melphalan	0.367509199	colon	colon
Oncolead_010	ONCOLEAD_CELL_DU145	Cytostatic_Intercalator	NA	Melphalan	0.016335866	prostate	prostate
Oncolead_010	ONCOLEAD_CELL_HEPG2	Cytostatic_Intercalator	NA	Melphalan	0.298375285	liver	liver
Oncolead_010	ONCOLEAD_CELL_HL60	Cytostatic_Intercalator	NA	Melphalan	0.42233052	hematological	heme - AML
Oncolead_010	ONCOLEAD_CELL_HT29	Cytostatic_Intercalator	NA	Melphalan	0.055253995	colon	colon
Oncolead_010	ONCOLEAD_CELL_IGROV1	Cytostatic_Intercalator	NA	Melphalan	0.443822894	ovary	ovary
Oncolead_010	ONCOLEAD_CELL_LOVO	Cytostatic_Intercalator	NA	Melphalan	0.373063865	colon	colon
Oncolead_010	ONCOLEAD_CELL_MDAMB231	Cytostatic_Intercalator	NA	Melphalan	0.3853979965	breast	breast - TNBC
Oncolead_010	ONCOLEAD_CELL_MDAMB435	Cytostatic_Intercalator	NA	Melphalan	0.311769831	melanoma	melanoma
Oncolead_010	ONCOLEAD_CELL_MDAMB436	Cytostatic_Intercalator	NA	Melphalan	0.469594889	breast	breast - TNBC
Oncolead_010	ONCOLEAD_CELL_MHHES1	Cytostatic_Intercalator	NA	Melphalan	0.4422665435	sarcoma	sarcoma - ewings
Oncolead_010	ONCOLEAD_CELL_MIAPACA2	Cytostatic_Intercalator	NA	Melphalan	0.182212361	pancreas	pancreas
Oncolead_010	ONCOLEAD_CELL_MV411	Cytostatic_Intercalator	NA	Melphalan	0.418297289	hematological	heme - AML
Oncolead_010	ONCOLEAD_CELL_NCIH460	Cytostatic_Intercalator	NA	Melphalan	0.272932082	lung	lung - NSCLC
Oncolead_010	ONCOLEAD_CELL_PANC1	Cytostatic_Intercalator	NA	Melphalan	0.299273049	pancreas	pancreas
Oncolead_010	ONCOLEAD_CELL_RAMOS	Cytostatic_Intercalator	NA	Melphalan	0.380874437	hematological	heme - burkitt lymphoma
Oncolead_010	ONCOLEAD_CELL_RDES	Cytostatic_Intercalator	NA	Melphalan	0.447350797	sarcoma	sarcoma - ewings
Oncolead_010	ONCOLEAD_CELL_SAOS2	Cytostatic_Intercalator	NA	Melphalan	0.3608307845000001	sarcoma	sarcoma - osteosarcoma
Oncolead_010	ONCOLEAD_CELL_SW620	Cytostatic_Intercalator	NA	Melphalan	0.374579032	colon	colon
Oncolead_010	ONCOLEAD_CELL_U2OS	Cytostatic_Intercalator	NA	Melphalan	0.0077875515	sarcoma	sarcoma - osteosarcoma
Oncolead_010	ONCOLEAD_CELL_U87MG	Cytostatic_Intercalator	NA	Melphalan	0.346159975	brain	brain - GBM
Oncolead_010	ONCOLEAD_CELL_WSUNHL	Cytostatic_Intercalator	NA	Melphalan	0.4105109645	hematological	heme - NHL
Oncolead_010	ONCOLEAD_CELL_A204	Cytostatic_Intercalator	NA	Temozolomide	0.0	sarcoma	sarcoma - rhabdomyosarcoma
Oncolead_010	ONCOLEAD_CELL_A549	Cytostatic_Intercalator	NA	Temozolomide	0.0113336005	lung	lung - NSCLC
Oncolead_010	ONCOLEAD_CELL_ASPC1	Cytostatic_Intercalator	NA	Temozolomide	0.0324872855	pancreas	pancreas
Oncolead_010	ONCOLEAD_CELL_BXPC3	Cytostatic_Intercalator	NA	Temozolomide	0.0844523305	pancreas	pancreas
Oncolead_010	ONCOLEAD_CELL_COLO205	Cytostatic_Intercalator	NA	Temozolomide	0.009888242	colon	colon
Oncolead_010	ONCOLEAD_CELL_DU145	Cytostatic_Intercalator	NA	Temozolomide	0.012207778	prostate	prostate
Oncolead_010	ONCOLEAD_CELL_HEPG2	Cytostatic_Intercalator	NA	Temozolomide	0.021074481	liver	liver
Oncolead_010	ONCOLEAD_CELL_HL60	Cytostatic_Intercalator	NA	Temozolomide	0.2802236635	hematological	heme - AML
Oncolead_010	ONCOLEAD_CELL_HT29	Cytostatic_Intercalator	NA	Temozolomide	0.002726281	colon	colon
Oncolead_010	ONCOLEAD_CELL_IGROV1	Cytostatic_Intercalator	NA	Temozolomide	0.004935398	ovary	ovary
Oncolead_010	ONCOLEAD_CELL_LOVO	Cytostatic_Intercalator	NA	Temozolomide	0.0315032925	colon	colon
Oncolead_010	ONCOLEAD_CELL_MDAMB231	Cytostatic_Intercalator	NA	Temozolomide	0.163257349	breast	breast - TNBC
Oncolead_010	ONCOLEAD_CELL_MDAMB435	Cytostatic_Intercalator	NA	Temozolomide	0.0387059755	melanoma	melanoma
Oncolead_010	ONCOLEAD_CELL_MDAMB436	Cytostatic_Intercalator	NA	Temozolomide	0.0414293075	breast	breast - TNBC
Oncolead_010	ONCOLEAD_CELL_MHHES1	Cytostatic_Intercalator	NA	Temozolomide	0.0065464605	sarcoma	sarcoma - ewings
Oncolead_010	ONCOLEAD_CELL_MIAPACA2	Cytostatic_Intercalator	NA	Temozolomide	0.0060752344999999	pancreas	pancreas
Oncolead_010	ONCOLEAD_CELL_MV411	Cytostatic_Intercalator	NA	Temozolomide	0.022564885	hematological	heme - AML
Oncolead_010	ONCOLEAD_CELL_NCIH460	Cytostatic_Intercalator	NA	Temozolomide	0.027143338	lung	lung - NSCLC
Oncolead_010	ONCOLEAD_CELL_PANC1	Cytostatic_Intercalator	NA	Temozolomide	0.000513633	pancreas	pancreas
Oncolead_010	ONCOLEAD_CELL_RAMOS	Cytostatic_Intercalator	NA	Temozolomide	0.0314255129999999	hematological	heme - burkitt lymphoma
Oncolead_010	ONCOLEAD_CELL_RDES	Cytostatic_Intercalator	NA	Temozolomide	0.033076907	sarcoma	sarcoma - ewings
Oncolead_010	ONCOLEAD_CELL_SAOS2	Cytostatic_Intercalator	NA	Temozolomide	0.2299801115	sarcoma	sarcoma - osteosarcoma
Oncolead_010	ONCOLEAD_CELL_SW620	Cytostatic_Intercalator	NA	Temozolomide	0.2571716195	colon	colon
Oncolead_010	ONCOLEAD_CELL_U2OS	Cytostatic_Intercalator	NA	Temozolomide	0.2494361955	sarcoma	sarcoma - osteosarcoma
Oncolead_010	ONCOLEAD_CELL_U87MG	Cytostatic_Intercalator	NA	Temozolomide	0.121254415	brain	brain - GBM
Oncolead_010	ONCOLEAD_CELL_WSUNHL	Cytostatic_Intercalator	NA	Temozolomide	0.1141521315	hematological	heme - NHL
Oncolead_010	ONCOLEAD_CELL_A204	Cytostatic_Platinumanalogue	NA	Carboplatin	0.212573068	sarcoma	sarcoma - rhabdomyosarcoma
Oncolead_010	ONCOLEAD_CELL_A549	Cytostatic_Platinumanalogue	NA	Carboplatin	0.257444032	lung	lung - NSCLC
Oncolead_010	ONCOLEAD_CELL_ASPC1	Cytostatic_Platinumanalogue	NA	Carboplatin	0.3044710515	pancreas	pancreas
Oncolead_010	ONCOLEAD_CELL_BXPC3	Cytostatic_Platinumanalogue	NA	Carboplatin	0.3069533155	pancreas	pancreas
Oncolead_010	ONCOLEAD_CELL_COLO205	Cytostatic_Platinumanalogue	NA	Carboplatin	0.233759898	colon	colon
Oncolead_010	ONCOLEAD_CELL_DU145	Cytostatic_Platinumanalogue	NA	Carboplatin	0.2741602435	prostate	prostate
Oncolead_010	ONCOLEAD_CELL_HEPG2	Cytostatic_Platinumanalogue	NA	Carboplatin	0.241905337	liver	liver
Oncolead_010	ONCOLEAD_CELL_HL60	Cytostatic_Platinumanalogue	NA	Carboplatin	0.3149158975	hematological	heme - AML
Oncolead_010	ONCOLEAD_CELL_HT29	Cytostatic_Platinumanalogue	NA	Carboplatin	0.249141356	colon	colon
Oncolead_010	ONCOLEAD_CELL_IGROV1	Cytostatic_Platinumanalogue	NA	Carboplatin	0.2868724115	ovary	ovary
Oncolead_010	ONCOLEAD_CELL_LOVO	Cytostatic_Platinumanalogue	NA	Carboplatin	0.2806840025	colon	colon
Oncolead_010	ONCOLEAD_CELL_MDAMB231	Cytostatic_Platinumanalogue	NA	Carboplatin	0.1997193675	breast	breast - TNBC
Oncolead_010	ONCOLEAD_CELL_MDAMB435	Cytostatic_Platinumanalogue	NA	Carboplatin	0.2207008965	melanoma	melanoma
Oncolead_010	ONCOLEAD_CELL_MDAMB436	Cytostatic_Platinumanalogue	NA	Carboplatin	0.2550903005	breast	breast - TNBC
Oncolead_010	ONCOLEAD_CELL_MHHES1	Cytostatic_Platinumanalogue	NA	Carboplatin	0.3021784145	sarcoma	sarcoma - ewings
Oncolead_010	ONCOLEAD_CELL_MIAPACA2	Cytostatic_Platinumanalogue	NA	Carboplatin	0.2478775265	pancreas	pancreas
Oncolead_010	ONCOLEAD_CELL_MV411	Cytostatic_Platinumanalogue	NA	Carboplatin	0.2947353585	hematological	heme - AML
Oncolead_010	ONCOLEAD_CELL_NCIH460	Cytostatic_Platinumanalogue	NA	Carboplatin	0.2614475325	lung	lung - NSCLC
Oncolead_010	ONCOLEAD_CELL_PANC1	Cytostatic_Platinumanalogue	NA	Carboplatin	0.3363675655	pancreas	pancreas
Oncolead_010	ONCOLEAD_CELL_RAMOS	Cytostatic_Platinumanalogue	NA	Carboplatin	0.265913272	hematological	heme - burkitt lymphoma
Oncolead_010	ONCOLEAD_CELL_RDES	Cytostatic_Platinumanalogue	NA	Carboplatin	0.309314171	sarcoma	sarcoma - ewings
Oncolead_010	ONCOLEAD_CELL_SAOS2	Cytostatic_Platinumanalogue	NA	Carboplatin	0.316464708	sarcoma	sarcoma - osteosarcoma
Oncolead_010	ONCOLEAD_CELL_SW620	Cytostatic_Platinumanalogue	NA	Carboplatin	0.2396408145	colon	colon
Oncolead_010	ONCOLEAD_CELL_U2OS	Cytostatic_Platinumanalogue	NA	Carboplatin	0.180439101	sarcoma	sarcoma - osteosarcoma
Oncolead_010	ONCOLEAD_CELL_U87MG	Cytostatic_Platinumanalogue	NA	Carboplatin	0.2510222415	brain	brain - GBM
Oncolead_010	ONCOLEAD_CELL_WSUNHL	Cytostatic_Platinumanalogue	NA	Carboplatin	0.311892316	hematological	heme - NHL
Oncolead_010	ONCOLEAD_CELL_A204	Cytostatic_Platinumanalogue	NA	Oxaliplatin	0.3617270565	sarcoma	sarcoma - rhabdomyosarcoma
Oncolead_010	ONCOLEAD_CELL_A549	Cytostatic_Platinumanalogue	NA	Oxaliplatin	0.3633100755	lung	lung - NSCLC
Oncolead_010	ONCOLEAD_CELL_ASPC1	Cytostatic_Platinumanalogue	NA	Oxaliplatin	0.295042406	pancreas	pancreas
Oncolead_010	ONCOLEAD_CELL_BXPC3	Cytostatic_Platinumanalogue	NA	Oxaliplatin	0.3248078225	pancreas	pancreas
Oncolead_010	ONCOLEAD_CELL_COLO205	Cytostatic_Platinumanalogue	NA	Oxaliplatin	0.357255816	colon	colon
Oncolead_010	ONCOLEAD_CELL_DU145	Cytostatic_Platinumanalogue	NA	Oxaliplatin	0.274559182	prostate	prostate
Oncolead_010	ONCOLEAD_CELL_HEPG2	Cytostatic_Platinumanalogue	NA	Oxaliplatin	0.491949518	liver	liver
Oncolead_010	ONCOLEAD_CELL_HL60	Cytostatic_Platinumanalogue	NA	Oxaliplatin	0.379498081	hematological	heme - AML
Oncolead_010	ONCOLEAD_CELL_HT29	Cytostatic_Platinumanalogue	NA	Oxaliplatin	0.3027067715	colon	colon
Oncolead_010	ONCOLEAD_CELL_IGROV1	Cytostatic_Platinumanalogue	NA	Oxaliplatin	0.368831258	ovary	ovary
Oncolead_010	ONCOLEAD_CELL_LOVO	Cytostatic_Platinumanalogue	NA	Oxaliplatin	0.3945668715	colon	colon
Oncolead_010	ONCOLEAD_CELL_MDAMB231	Cytostatic_Platinumanalogue	NA	Oxaliplatin	0.2616621175	breast	breast - TNBC
Oncolead_010	ONCOLEAD_CELL_MDAMB435	Cytostatic_Platinumanalogue	NA	Oxaliplatin	0.3052159685	melanoma	melanoma
Oncolead_010	ONCOLEAD_CELL_MDAMB436	Cytostatic_Platinumanalogue	NA	Oxaliplatin	0.3658618875	breast	breast - TNBC
Oncolead_010	ONCOLEAD_CELL_MHHES1	Cytostatic_Platinumanalogue	NA	Oxaliplatin	0.2911185465	sarcoma	sarcoma - ewings
Oncolead_010	ONCOLEAD_CELL_MIAPACA2	Cytostatic_Platinumanalogue	NA	Oxaliplatin	0.3352686435	pancreas	pancreas
Oncolead_010	ONCOLEAD_CELL_MV411	Cytostatic_Platinumanalogue	NA	Oxaliplatin	0.4496118075	hematological	heme - AML
Oncolead_010	ONCOLEAD_CELL_NCIH460	Cytostatic_Platinumanalogue	NA	Oxaliplatin	0.3486951954999999	lung	lung - NSCLC
Oncolead_010	ONCOLEAD_CELL_PANC1	Cytostatic_Platinumanalogue	NA	Oxaliplatin	0.3731999695	pancreas	pancreas
Oncolead_010	ONCOLEAD_CELL_RAMOS	Cytostatic_Platinumanalogue	NA	Oxaliplatin	0.3424573205	hematological	heme - burkitt lymphoma
Oncolead_010	ONCOLEAD_CELL_RDES	Cytostatic_Platinumanalogue	NA	Oxaliplatin	0.3211739485	sarcoma	sarcoma - ewings
Oncolead_010	ONCOLEAD_CELL_SAOS2	Cytostatic_Platinumanalogue	NA	Oxaliplatin	0.2850851245	sarcoma	sarcoma - osteosarcoma
Oncolead_010	ONCOLEAD_CELL_SW620	Cytostatic_Platinumanalogue	NA	Oxaliplatin	0.343262532	colon	colon
Oncolead_010	ONCOLEAD_CELL_U2OS	Cytostatic_Platinumanalogue	NA	Oxaliplatin	0.305196283	sarcoma	sarcoma - osteosarcoma
Oncolead_010	ONCOLEAD_CELL_U87MG	Cytostatic_Platinumanalogue	NA	Oxaliplatin	0.2985116445	brain	brain - GBM
Oncolead_010	ONCOLEAD_CELL_WSUNHL	Cytostatic_Platinumanalogue	NA	Oxaliplatin	0.423761279	hematological	heme - NHL
Oncolead_010	ONCOLEAD_CELL_A204	Cytostatic_Platinumanalogue	NA	Cisplatin	0.249780112	sarcoma	sarcoma - rhabdomyosarcoma
Oncolead_010	ONCOLEAD_CELL_A549	Cytostatic_Platinumanalogue	NA	Cisplatin	0.3609116355	lung	lung - NSCLC
Oncolead_010	ONCOLEAD_CELL_ASPC1	Cytostatic_Platinumanalogue	NA	Cisplatin	0.4050015585	pancreas	pancreas
Oncolead_010	ONCOLEAD_CELL_BXPC3	Cytostatic_Platinumanalogue	NA	Cisplatin	0.421455927	pancreas	pancreas
Oncolead_010	ONCOLEAD_CELL_COLO205	Cytostatic_Platinumanalogue	NA	Cisplatin	0.3343189275	colon	colon
Oncolead_010	ONCOLEAD_CELL_DU145	Cytostatic_Platinumanalogue	NA	Cisplatin	0.3702961485	prostate	prostate
Oncolead_010	ONCOLEAD_CELL_HEPG2	Cytostatic_Platinumanalogue	NA	Cisplatin	0.3613250345	liver	liver
Oncolead_010	ONCOLEAD_CELL_HL60	Cytostatic_Platinumanalogue	NA	Cisplatin	0.438722326	hematological	heme - AML
Oncolead_010	ONCOLEAD_CELL_HT29	Cytostatic_Platinumanalogue	NA	Cisplatin	0.3443319885	colon	colon
Oncolead_010	ONCOLEAD_CELL_IGROV1	Cytostatic_Platinumanalogue	NA	Cisplatin	0.4430982225	ovary	ovary
Oncolead_010	ONCOLEAD_CELL_LOVO	Cytostatic_Platinumanalogue	NA	Cisplatin	0.383469449	colon	colon
Oncolead_010	ONCOLEAD_CELL_MDAMB231	Cytostatic_Platinumanalogue	NA	Cisplatin	0.3456408175	breast	breast - TNBC
Oncolead_010	ONCOLEAD_CELL_MDAMB435	Cytostatic_Platinumanalogue	NA	Cisplatin	0.3264626995	melanoma	melanoma
Oncolead_010	ONCOLEAD_CELL_MDAMB436	Cytostatic_Platinumanalogue	NA	Cisplatin	0.410682838	breast	breast - TNBC
Oncolead_010	ONCOLEAD_CELL_MHHES1	Cytostatic_Platinumanalogue	NA	Cisplatin	0.402505896	sarcoma	sarcoma - ewings
Oncolead_010	ONCOLEAD_CELL_MIAPACA2	Cytostatic_Platinumanalogue	NA	Cisplatin	0.339563465	pancreas	pancreas
Oncolead_010	ONCOLEAD_CELL_MV411	Cytostatic_Platinumanalogue	NA	Cisplatin	0.368216284	hematological	heme - AML
Oncolead_010	ONCOLEAD_CELL_NCIH460	Cytostatic_Platinumanalogue	NA	Cisplatin	0.349275762	lung	lung - NSCLC
Oncolead_010	ONCOLEAD_CELL_PANC1	Cytostatic_Platinumanalogue	NA	Cisplatin	0.306471472	pancreas	pancreas
Oncolead_010	ONCOLEAD_CELL_RAMOS	Cytostatic_Platinumanalogue	NA	Cisplatin	0.380225173	hematological	heme - burkitt lymphoma
Oncolead_010	ONCOLEAD_CELL_RDES	Cytostatic_Platinumanalogue	NA	Cisplatin	0.4219777695	sarcoma	sarcoma - ewings
Oncolead_010	ONCOLEAD_CELL_SAOS2	Cytostatic_Platinumanalogue	NA	Cisplatin	0.400645084	sarcoma	sarcoma - osteosarcoma
Oncolead_010	ONCOLEAD_CELL_SW620	Cytostatic_Platinumanalogue	NA	Cisplatin	0.349476539	colon	colon
Oncolead_010	ONCOLEAD_CELL_U2OS	Cytostatic_Platinumanalogue	NA	Cisplatin	0.190050125	sarcoma	sarcoma - osteosarcoma
Oncolead_010	ONCOLEAD_CELL_U87MG	Cytostatic_Platinumanalogue	NA	Cisplatin	0.3830462195	brain	brain - GBM
Oncolead_010	ONCOLEAD_CELL_WSUNHL	Cytostatic_Platinumanalogue	NA	Cisplatin	0.3622818435	hematological	heme - NHL
Oncolead_010	ONCOLEAD_CELL_A204	Cytostatic_Tubulini	NA	Vincristine	0.773927955	sarcoma	sarcoma - rhabdomyosarcoma
Oncolead_010	ONCOLEAD_CELL_A549	Cytostatic_Tubulini	NA	Vincristine	0.6747652715000001	lung	lung - NSCLC
Oncolead_010	ONCOLEAD_CELL_ASPC1	Cytostatic_Tubulini	NA	Vincristine	0.80934487	pancreas	pancreas
Oncolead_010	ONCOLEAD_CELL_BXPC3	Cytostatic_Tubulini	NA	Vincristine	0.799844557	pancreas	pancreas
Oncolead_010	ONCOLEAD_CELL_COLO205	Cytostatic_Tubulini	NA	Vincristine	0.868651292	colon	colon
Oncolead_010	ONCOLEAD_CELL_DU145	Cytostatic_Tubulini	NA	Vincristine	0.7713224495000001	prostate	prostate
Oncolead_010	ONCOLEAD_CELL_HEPG2	Cytostatic_Tubulini	NA	Vincristine	0.8222534990000001	liver	liver
Oncolead_010	ONCOLEAD_CELL_HL60	Cytostatic_Tubulini	NA	Vincristine	0.34039559	hematological	heme - AML
Oncolead_010	ONCOLEAD_CELL_HT29	Cytostatic_Tubulini	NA	Vincristine	0.7576227790000001	colon	colon
Oncolead_010	ONCOLEAD_CELL_IGROV1	Cytostatic_Tubulini	NA	Vincristine	0.8044327965000001	ovary	ovary
Oncolead_010	ONCOLEAD_CELL_LOVO	Cytostatic_Tubulini	NA	Vincristine	0.7631308790000001	colon	colon
Oncolead_010	ONCOLEAD_CELL_MDAMB231	Cytostatic_Tubulini	NA	Vincristine	0.7345721815	breast	breast - TNBC
Oncolead_010	ONCOLEAD_CELL_MDAMB435	Cytostatic_Tubulini	NA	Vincristine	0.569555004	melanoma	melanoma
Oncolead_010	ONCOLEAD_CELL_MDAMB436	Cytostatic_Tubulini	NA	Vincristine	0.7427405334999999	breast	breast - TNBC
Oncolead_010	ONCOLEAD_CELL_MHHES1	Cytostatic_Tubulini	NA	Vincristine	0.8338868734999999	sarcoma	sarcoma - ewings
Oncolead_010	ONCOLEAD_CELL_MIAPACA2	Cytostatic_Tubulini	NA	Vincristine	0.7580590065	pancreas	pancreas
Oncolead_010	ONCOLEAD_CELL_MV411	Cytostatic_Tubulini	NA	Vincristine	0.3724651470000001	hematological	heme - AML
Oncolead_010	ONCOLEAD_CELL_NCIH460	Cytostatic_Tubulini	NA	Vincristine	0.6580421065	lung	lung - NSCLC
Oncolead_010	ONCOLEAD_CELL_PANC1	Cytostatic_Tubulini	NA	Vincristine	0.7511416765000001	pancreas	pancreas
Oncolead_010	ONCOLEAD_CELL_RAMOS	Cytostatic_Tubulini	NA	Vincristine	0.7360079559999999	hematological	heme - burkitt lymphoma
Oncolead_010	ONCOLEAD_CELL_RDES	Cytostatic_Tubulini	NA	Vincristine	0.853233377	sarcoma	sarcoma - ewings
Oncolead_010	ONCOLEAD_CELL_SAOS2	Cytostatic_Tubulini	NA	Vincristine	0.8387990275	sarcoma	sarcoma - osteosarcoma
Oncolead_010	ONCOLEAD_CELL_SW620	Cytostatic_Tubulini	NA	Vincristine	0.7500264825	colon	colon
Oncolead_010	ONCOLEAD_CELL_U2OS	Cytostatic_Tubulini	NA	Vincristine	0.7003748340000001	sarcoma	sarcoma - osteosarcoma
Oncolead_010	ONCOLEAD_CELL_U87MG	Cytostatic_Tubulini	NA	Vincristine	0.7629194175	brain	brain - GBM
Oncolead_010	ONCOLEAD_CELL_WSUNHL	Cytostatic_Tubulini	NA	Vincristine	0.2915054485	hematological	heme - NHL
Oncolead_010	ONCOLEAD_CELL_A204	Cytostatic_Tubulini_BCL2i	NA	Paclitaxel	0.7537158305	sarcoma	sarcoma - rhabdomyosarcoma
Oncolead_010	ONCOLEAD_CELL_A549	Cytostatic_Tubulini_BCL2i	NA	Paclitaxel	0.7203920105	lung	lung - NSCLC
Oncolead_010	ONCOLEAD_CELL_ASPC1	Cytostatic_Tubulini_BCL2i	NA	Paclitaxel	0.804089603	pancreas	pancreas
Oncolead_010	ONCOLEAD_CELL_BXPC3	Cytostatic_Tubulini_BCL2i	NA	Paclitaxel	0.8383509490000001	pancreas	pancreas
Oncolead_010	ONCOLEAD_CELL_COLO205	Cytostatic_Tubulini_BCL2i	NA	Paclitaxel	0.8111004125	colon	colon
Oncolead_010	ONCOLEAD_CELL_DU145	Cytostatic_Tubulini_BCL2i	NA	Paclitaxel	0.7820925315	prostate	prostate
Oncolead_010	ONCOLEAD_CELL_HEPG2	Cytostatic_Tubulini_BCL2i	NA	Paclitaxel	0.796532736	liver	liver
Oncolead_010	ONCOLEAD_CELL_HL60	Cytostatic_Tubulini_BCL2i	NA	Paclitaxel	0.8391853505	hematological	heme - AML
Oncolead_010	ONCOLEAD_CELL_HT29	Cytostatic_Tubulini_BCL2i	NA	Paclitaxel	0.8025823005	colon	colon
Oncolead_010	ONCOLEAD_CELL_IGROV1	Cytostatic_Tubulini_BCL2i	NA	Paclitaxel	0.791708152	ovary	ovary
Oncolead_010	ONCOLEAD_CELL_LOVO	Cytostatic_Tubulini_BCL2i	NA	Paclitaxel	0.760552419	colon	colon
Oncolead_010	ONCOLEAD_CELL_MDAMB231	Cytostatic_Tubulini_BCL2i	NA	Paclitaxel	0.8036034984999999	breast	breast - TNBC
Oncolead_010	ONCOLEAD_CELL_MDAMB435	Cytostatic_Tubulini_BCL2i	NA	Paclitaxel	0.376567066	melanoma	melanoma
Oncolead_010	ONCOLEAD_CELL_MDAMB436	Cytostatic_Tubulini_BCL2i	NA	Paclitaxel	0.6751825	breast	breast - TNBC
Oncolead_010	ONCOLEAD_CELL_MHHES1	Cytostatic_Tubulini_BCL2i	NA	Paclitaxel	0.824172685	sarcoma	sarcoma - ewings
Oncolead_010	ONCOLEAD_CELL_MIAPACA2	Cytostatic_Tubulini_BCL2i	NA	Paclitaxel	0.7491190315	pancreas	pancreas
Oncolead_010	ONCOLEAD_CELL_MV411	Cytostatic_Tubulini_BCL2i	NA	Paclitaxel	0.8178395195	hematological	heme - AML
Oncolead_010	ONCOLEAD_CELL_NCIH460	Cytostatic_Tubulini_BCL2i	NA	Paclitaxel	0.6401045675	lung	lung - NSCLC
Oncolead_010	ONCOLEAD_CELL_PANC1	Cytostatic_Tubulini_BCL2i	NA	Paclitaxel	0.6484667155	pancreas	pancreas
Oncolead_010	ONCOLEAD_CELL_RAMOS	Cytostatic_Tubulini_BCL2i	NA	Paclitaxel	0.691608118	hematological	heme - burkitt lymphoma
Oncolead_010	ONCOLEAD_CELL_RDES	Cytostatic_Tubulini_BCL2i	NA	Paclitaxel	0.8255467945	sarcoma	sarcoma - ewings
Oncolead_010	ONCOLEAD_CELL_SAOS2	Cytostatic_Tubulini_BCL2i	NA	Paclitaxel	0.74955037	sarcoma	sarcoma - osteosarcoma
Oncolead_010	ONCOLEAD_CELL_SW620	Cytostatic_Tubulini_BCL2i	NA	Paclitaxel	0.7651130775	colon	colon
Oncolead_010	ONCOLEAD_CELL_U2OS	Cytostatic_Tubulini_BCL2i	NA	Paclitaxel	0.6046089689999999	sarcoma	sarcoma - osteosarcoma
Oncolead_010	ONCOLEAD_CELL_U87MG	Cytostatic_Tubulini_BCL2i	NA	Paclitaxel	0.68929822	brain	brain - GBM
Oncolead_010	ONCOLEAD_CELL_WSUNHL	Cytostatic_Tubulini_BCL2i	NA	Paclitaxel	0.8311872975	hematological	heme - NHL
Oncolead_010	ONCOLEAD_CELL_A204	DNAPKi	NA	M3814	0.398539248	sarcoma	sarcoma - rhabdomyosarcoma
Oncolead_010	ONCOLEAD_CELL_A549	DNAPKi	NA	M3814	0.4274487075	lung	lung - NSCLC
Oncolead_010	ONCOLEAD_CELL_ASPC1	DNAPKi	NA	M3814	0.4120616795000001	pancreas	pancreas
Oncolead_010	ONCOLEAD_CELL_BXPC3	DNAPKi	NA	M3814	0.437448082	pancreas	pancreas
Oncolead_010	ONCOLEAD_CELL_COLO205	DNAPKi	NA	M3814	0.0971391785	colon	colon
