.identifier_batch	.identifier_sample_name	.metadata_moa	.metadata_treatment_remarks	.metadata_treatment	.response_aoc	.metadata_cancer_type	.metadata_cancer_subtype
Oncolead_012	ONCOLEAD_CELL_WSUNHL	ATRi	NA	VX400_M1774	0.494	hematological	heme - NHL
Oncolead_012	ONCOLEAD_CELL_WSUNHL	ATRi	40nM	VX400_M1774	0.637	hematological	heme - NHL
Oncolead_012	ONCOLEAD_CELL_A204	Aurorai	NA	VX680_Tozasertib	0.286	sarcoma	sarcoma - rhabdomyosarcoma
Oncolead_012	ONCOLEAD_CELL_A549	Aurorai	NA	VX680_Tozasertib	0.474	lung	lung - NSCLC
Oncolead_012	ONCOLEAD_CELL_ASPC1	Aurorai	NA	VX680_Tozasertib	0.431	pancreas	pancreas
Oncolead_012	ONCOLEAD_CELL_BXPC3	Aurorai	NA	VX680_Tozasertib	0.33	pancreas	pancreas
Oncolead_012	ONCOLEAD_CELL_COLO205	Aurorai	NA	VX680_Tozasertib	0.527	colon	colon
Oncolead_012	ONCOLEAD_CELL_DU145	Aurorai	NA	VX680_Tozasertib	0.268	prostate	prostate
Oncolead_012	ONCOLEAD_CELL_HEPG2	Aurorai	NA	VX680_Tozasertib	0.464	liver	liver
Oncolead_012	ONCOLEAD_CELL_HL60	Aurorai	NA	VX680_Tozasertib	0.5720000000000001	hematological	heme - AML
Oncolead_012	ONCOLEAD_CELL_HT1080	Aurorai	NA	VX680_Tozasertib	0.259	sarcoma	sarcoma - fibrosarcoma
Oncolead_012	ONCOLEAD_CELL_HT29	Aurorai	NA	VX680_Tozasertib	0.357	colon	colon
Oncolead_012	ONCOLEAD_CELL_IGROV1	Aurorai	NA	VX680_Tozasertib	0.356	ovary	ovary
Oncolead_012	ONCOLEAD_CELL_LOVO	Aurorai	NA	VX680_Tozasertib	0.332	colon	colon
Oncolead_012	ONCOLEAD_CELL_MDAMB231	Aurorai	NA	VX680_Tozasertib	0.314	breast	breast - TNBC
Oncolead_012	ONCOLEAD_CELL_MDAMB435	Aurorai	NA	VX680_Tozasertib	0.463	melanoma	melanoma
Oncolead_012	ONCOLEAD_CELL_MDAMB436	Aurorai	NA	VX680_Tozasertib	0.414	breast	breast - TNBC
Oncolead_012	ONCOLEAD_CELL_MHHES1	Aurorai	NA	VX680_Tozasertib	0.631	sarcoma	sarcoma - ewings
Oncolead_012	ONCOLEAD_CELL_MIAPACA2	Aurorai	NA	VX680_Tozasertib	0.513	pancreas	pancreas
Oncolead_012	ONCOLEAD_CELL_MV411	Aurorai	NA	VX680_Tozasertib	0.631	hematological	heme - AML
Oncolead_012	ONCOLEAD_CELL_NCIH460	Aurorai	NA	VX680_Tozasertib	0.436	lung	lung - NSCLC
Oncolead_012	ONCOLEAD_CELL_PANC1	Aurorai	NA	VX680_Tozasertib	0.221	pancreas	pancreas
Oncolead_012	ONCOLEAD_CELL_RAMOS	Aurorai	NA	VX680_Tozasertib	0.262	hematological	heme - burkitt lymphoma
Oncolead_012	ONCOLEAD_CELL_RDES	Aurorai	NA	VX680_Tozasertib	0.581	sarcoma	sarcoma - ewings
Oncolead_012	ONCOLEAD_CELL_SAOS2	Aurorai	NA	VX680_Tozasertib	0.5479999999999999	sarcoma	sarcoma - osteosarcoma
Oncolead_012	ONCOLEAD_CELL_SW620	Aurorai	NA	VX680_Tozasertib	0.522	colon	colon
Oncolead_012	ONCOLEAD_CELL_U2OS	Aurorai	NA	VX680_Tozasertib	0.235	sarcoma	sarcoma - osteosarcoma
Oncolead_012	ONCOLEAD_CELL_U87MG	Aurorai	NA	VX680_Tozasertib	0.294	brain	brain - GBM
Oncolead_012	ONCOLEAD_CELL_WSUNHL	Aurorai	NA	VX680_Tozasertib	0.371	hematological	heme - NHL
Oncolead_012	ONCOLEAD_CELL_A204	BCRi_ABLi	NA	Imatinib	0.383	sarcoma	sarcoma - rhabdomyosarcoma
Oncolead_012	ONCOLEAD_CELL_A549	BCRi_ABLi	NA	Imatinib	0.099	lung	lung - NSCLC
Oncolead_012	ONCOLEAD_CELL_ASPC1	BCRi_ABLi	NA	Imatinib	0.27	pancreas	pancreas
Oncolead_012	ONCOLEAD_CELL_BXPC3	BCRi_ABLi	NA	Imatinib	0.242	pancreas	pancreas
Oncolead_012	ONCOLEAD_CELL_COLO205	BCRi_ABLi	NA	Imatinib	0.24	colon	colon
Oncolead_012	ONCOLEAD_CELL_DU145	BCRi_ABLi	NA	Imatinib	0.037	prostate	prostate
Oncolead_012	ONCOLEAD_CELL_HEPG2	BCRi_ABLi	NA	Imatinib	0.124	liver	liver
Oncolead_012	ONCOLEAD_CELL_HL60	BCRi_ABLi	NA	Imatinib	0.138	hematological	heme - AML
Oncolead_012	ONCOLEAD_CELL_HT1080	BCRi_ABLi	NA	Imatinib	0.202	sarcoma	sarcoma - fibrosarcoma
Oncolead_012	ONCOLEAD_CELL_HT29	BCRi_ABLi	NA	Imatinib	0.286	colon	colon
Oncolead_012	ONCOLEAD_CELL_IGROV1	BCRi_ABLi	NA	Imatinib	0.203	ovary	ovary
Oncolead_012	ONCOLEAD_CELL_LOVO	BCRi_ABLi	NA	Imatinib	0.0819999999999999	colon	colon
Oncolead_012	ONCOLEAD_CELL_MDAMB231	BCRi_ABLi	NA	Imatinib	0.099	breast	breast - TNBC
Oncolead_012	ONCOLEAD_CELL_MDAMB435	BCRi_ABLi	NA	Imatinib	0.217	melanoma	melanoma
Oncolead_012	ONCOLEAD_CELL_MDAMB436	BCRi_ABLi	NA	Imatinib	0.061	breast	breast - TNBC
Oncolead_012	ONCOLEAD_CELL_MHHES1	BCRi_ABLi	NA	Imatinib	0.0819999999999999	sarcoma	sarcoma - ewings
Oncolead_012	ONCOLEAD_CELL_MIAPACA2	BCRi_ABLi	NA	Imatinib	0.107	pancreas	pancreas
Oncolead_012	ONCOLEAD_CELL_MV411	BCRi_ABLi	NA	Imatinib	0.28	hematological	heme - AML
Oncolead_012	ONCOLEAD_CELL_NCIH460	BCRi_ABLi	NA	Imatinib	0.097	lung	lung - NSCLC
Oncolead_012	ONCOLEAD_CELL_PANC1	BCRi_ABLi	NA	Imatinib	0.281	pancreas	pancreas
Oncolead_012	ONCOLEAD_CELL_RAMOS	BCRi_ABLi	NA	Imatinib	0.096	hematological	heme - burkitt lymphoma
Oncolead_012	ONCOLEAD_CELL_RDES	BCRi_ABLi	NA	Imatinib	0.206	sarcoma	sarcoma - ewings
Oncolead_012	ONCOLEAD_CELL_SAOS2	BCRi_ABLi	NA	Imatinib	0.258	sarcoma	sarcoma - osteosarcoma
Oncolead_012	ONCOLEAD_CELL_SW620	BCRi_ABLi	NA	Imatinib	0.119	colon	colon
Oncolead_012	ONCOLEAD_CELL_U2OS	BCRi_ABLi	NA	Imatinib	0.0	sarcoma	sarcoma - osteosarcoma
Oncolead_012	ONCOLEAD_CELL_U87MG	BCRi_ABLi	NA	Imatinib	0.079	brain	brain - GBM
Oncolead_012	ONCOLEAD_CELL_WSUNHL	BCRi_ABLi	NA	Imatinib	0.224	hematological	heme - NHL
Oncolead_012	ONCOLEAD_CELL_A204	BRAFi	NA	Vemurafenib	0.005	sarcoma	sarcoma - rhabdomyosarcoma
Oncolead_012	ONCOLEAD_CELL_A549	BRAFi	NA	Vemurafenib	0.102	lung	lung - NSCLC
Oncolead_012	ONCOLEAD_CELL_ASPC1	BRAFi	NA	Vemurafenib	0.343	pancreas	pancreas
Oncolead_012	ONCOLEAD_CELL_BXPC3	BRAFi	NA	Vemurafenib	0.15	pancreas	pancreas
Oncolead_012	ONCOLEAD_CELL_COLO205	BRAFi	NA	Vemurafenib	0.519	colon	colon
Oncolead_012	ONCOLEAD_CELL_DU145	BRAFi	NA	Vemurafenib	0.037	prostate	prostate
Oncolead_012	ONCOLEAD_CELL_HEPG2	BRAFi	NA	Vemurafenib	0.321	liver	liver
Oncolead_012	ONCOLEAD_CELL_HL60	BRAFi	NA	Vemurafenib	0.209	hematological	heme - AML
Oncolead_012	ONCOLEAD_CELL_HT1080	BRAFi	NA	Vemurafenib	0.013	sarcoma	sarcoma - fibrosarcoma
Oncolead_012	ONCOLEAD_CELL_HT29	BRAFi	NA	Vemurafenib	0.364	colon	colon
Oncolead_012	ONCOLEAD_CELL_IGROV1	BRAFi	NA	Vemurafenib	0.189	ovary	ovary
Oncolead_012	ONCOLEAD_CELL_LOVO	BRAFi	NA	Vemurafenib	0.128	colon	colon
Oncolead_012	ONCOLEAD_CELL_MDAMB231	BRAFi	NA	Vemurafenib	0.066	breast	breast - TNBC
Oncolead_012	ONCOLEAD_CELL_MDAMB435	BRAFi	NA	Vemurafenib	0.07	melanoma	melanoma
Oncolead_012	ONCOLEAD_CELL_MDAMB436	BRAFi	NA	Vemurafenib	0.185	breast	breast - TNBC
Oncolead_012	ONCOLEAD_CELL_MHHES1	BRAFi	NA	Vemurafenib	0.026	sarcoma	sarcoma - ewings
Oncolead_012	ONCOLEAD_CELL_MIAPACA2	BRAFi	NA	Vemurafenib	0.19	pancreas	pancreas
Oncolead_012	ONCOLEAD_CELL_MV411	BRAFi	NA	Vemurafenib	0.16	hematological	heme - AML
Oncolead_012	ONCOLEAD_CELL_NCIH460	BRAFi	NA	Vemurafenib	0.152	lung	lung - NSCLC
Oncolead_012	ONCOLEAD_CELL_PANC1	BRAFi	NA	Vemurafenib	0.015	pancreas	pancreas
Oncolead_012	ONCOLEAD_CELL_RAMOS	BRAFi	NA	Vemurafenib	0.053	hematological	heme - burkitt lymphoma
Oncolead_012	ONCOLEAD_CELL_RDES	BRAFi	NA	Vemurafenib	0.037	sarcoma	sarcoma - ewings
Oncolead_012	ONCOLEAD_CELL_SAOS2	BRAFi	NA	Vemurafenib	0.16	sarcoma	sarcoma - osteosarcoma
Oncolead_012	ONCOLEAD_CELL_SW620	BRAFi	NA	Vemurafenib	0.1669999999999999	colon	colon
Oncolead_012	ONCOLEAD_CELL_U2OS	BRAFi	NA	Vemurafenib	0.276	sarcoma	sarcoma - osteosarcoma
Oncolead_012	ONCOLEAD_CELL_U87MG	BRAFi	NA	Vemurafenib	0.045	brain	brain - GBM
Oncolead_012	ONCOLEAD_CELL_WSUNHL	BRAFi	NA	Vemurafenib	0.108	hematological	heme - NHL
Oncolead_012	ONCOLEAD_CELL_A204	BTKi	NA	Ibrutinib	0.039	sarcoma	sarcoma - rhabdomyosarcoma
Oncolead_012	ONCOLEAD_CELL_A549	BTKi	NA	Ibrutinib	0.1669999999999999	lung	lung - NSCLC
Oncolead_012	ONCOLEAD_CELL_ASPC1	BTKi	NA	Ibrutinib	0.295	pancreas	pancreas
Oncolead_012	ONCOLEAD_CELL_BXPC3	BTKi	NA	Ibrutinib	0.213	pancreas	pancreas
Oncolead_012	ONCOLEAD_CELL_COLO205	BTKi	NA	Ibrutinib	0.031	colon	colon
Oncolead_012	ONCOLEAD_CELL_DU145	BTKi	NA	Ibrutinib	0.36	prostate	prostate
Oncolead_012	ONCOLEAD_CELL_HEPG2	BTKi	NA	Ibrutinib	0.059	liver	liver
Oncolead_012	ONCOLEAD_CELL_HL60	BTKi	NA	Ibrutinib	0.012	hematological	heme - AML
Oncolead_012	ONCOLEAD_CELL_HT1080	BTKi	NA	Ibrutinib	0.036	sarcoma	sarcoma - fibrosarcoma
Oncolead_012	ONCOLEAD_CELL_HT29	BTKi	NA	Ibrutinib	0.265	colon	colon
Oncolead_012	ONCOLEAD_CELL_IGROV1	BTKi	NA	Ibrutinib	0.5529999999999999	ovary	ovary
Oncolead_012	ONCOLEAD_CELL_LOVO	BTKi	NA	Ibrutinib	0.301	colon	colon
Oncolead_012	ONCOLEAD_CELL_MDAMB231	BTKi	NA	Ibrutinib	0.076	breast	breast - TNBC
Oncolead_012	ONCOLEAD_CELL_MDAMB435	BTKi	NA	Ibrutinib	0.078	melanoma	melanoma
Oncolead_012	ONCOLEAD_CELL_MDAMB436	BTKi	NA	Ibrutinib	0.146	breast	breast - TNBC
Oncolead_012	ONCOLEAD_CELL_MHHES1	BTKi	NA	Ibrutinib	0.039	sarcoma	sarcoma - ewings
Oncolead_012	ONCOLEAD_CELL_MIAPACA2	BTKi	NA	Ibrutinib	0.234	pancreas	pancreas
Oncolead_012	ONCOLEAD_CELL_MV411	BTKi	NA	Ibrutinib	0.455	hematological	heme - AML
Oncolead_012	ONCOLEAD_CELL_NCIH460	BTKi	NA	Ibrutinib	0.117	lung	lung - NSCLC
Oncolead_012	ONCOLEAD_CELL_PANC1	BTKi	NA	Ibrutinib	0.079	pancreas	pancreas
Oncolead_012	ONCOLEAD_CELL_RAMOS	BTKi	NA	Ibrutinib	0.023	hematological	heme - burkitt lymphoma
Oncolead_012	ONCOLEAD_CELL_RDES	BTKi	NA	Ibrutinib	0.016	sarcoma	sarcoma - ewings
Oncolead_012	ONCOLEAD_CELL_SAOS2	BTKi	NA	Ibrutinib	0.322	sarcoma	sarcoma - osteosarcoma
Oncolead_012	ONCOLEAD_CELL_SW620	BTKi	NA	Ibrutinib	0.088	colon	colon
Oncolead_012	ONCOLEAD_CELL_U2OS	BTKi	NA	Ibrutinib	0.327	sarcoma	sarcoma - osteosarcoma
Oncolead_012	ONCOLEAD_CELL_U87MG	BTKi	NA	Ibrutinib	0.043	brain	brain - GBM
Oncolead_012	ONCOLEAD_CELL_WSUNHL	BTKi	NA	Ibrutinib	0.431	hematological	heme - NHL
Oncolead_012	ONCOLEAD_CELL_A204	CDKi	NA	PD0332991_Palbociclib	0.473	sarcoma	sarcoma - rhabdomyosarcoma
Oncolead_012	ONCOLEAD_CELL_A549	CDKi	NA	PD0332991_Palbociclib	0.444	lung	lung - NSCLC
Oncolead_012	ONCOLEAD_CELL_ASPC1	CDKi	NA	PD0332991_Palbociclib	0.336	pancreas	pancreas
Oncolead_012	ONCOLEAD_CELL_BXPC3	CDKi	NA	PD0332991_Palbociclib	0.316	pancreas	pancreas
Oncolead_012	ONCOLEAD_CELL_COLO205	CDKi	NA	PD0332991_Palbociclib	0.425	colon	colon
Oncolead_012	ONCOLEAD_CELL_DU145	CDKi	NA	PD0332991_Palbociclib	0.113	prostate	prostate
Oncolead_012	ONCOLEAD_CELL_HEPG2	CDKi	NA	PD0332991_Palbociclib	0.501	liver	liver
Oncolead_012	ONCOLEAD_CELL_HL60	CDKi	NA	PD0332991_Palbociclib	0.531	hematological	heme - AML
Oncolead_012	ONCOLEAD_CELL_HT1080	CDKi	NA	PD0332991_Palbociclib	0.161	sarcoma	sarcoma - fibrosarcoma
Oncolead_012	ONCOLEAD_CELL_HT29	CDKi	NA	PD0332991_Palbociclib	0.328	colon	colon
Oncolead_012	ONCOLEAD_CELL_IGROV1	CDKi	NA	PD0332991_Palbociclib	0.454	ovary	ovary
Oncolead_012	ONCOLEAD_CELL_LOVO	CDKi	NA	PD0332991_Palbociclib	0.401	colon	colon
Oncolead_012	ONCOLEAD_CELL_MDAMB231	CDKi	NA	PD0332991_Palbociclib	0.489	breast	breast - TNBC
Oncolead_012	ONCOLEAD_CELL_MDAMB435	CDKi	NA	PD0332991_Palbociclib	0.369	melanoma	melanoma
Oncolead_012	ONCOLEAD_CELL_MDAMB436	CDKi	NA	PD0332991_Palbociclib	0.221	breast	breast - TNBC
Oncolead_012	ONCOLEAD_CELL_MHHES1	CDKi	NA	PD0332991_Palbociclib	0.419	sarcoma	sarcoma - ewings
Oncolead_012	ONCOLEAD_CELL_MIAPACA2	CDKi	NA	PD0332991_Palbociclib	0.322	pancreas	pancreas
Oncolead_012	ONCOLEAD_CELL_MV411	CDKi	NA	PD0332991_Palbociclib	0.585	hematological	heme - AML
Oncolead_012	ONCOLEAD_CELL_NCIH460	CDKi	NA	PD0332991_Palbociclib	0.29	lung	lung - NSCLC
Oncolead_012	ONCOLEAD_CELL_PANC1	CDKi	NA	PD0332991_Palbociclib	0.36	pancreas	pancreas
Oncolead_012	ONCOLEAD_CELL_RAMOS	CDKi	NA	PD0332991_Palbociclib	0.228	hematological	heme - burkitt lymphoma
Oncolead_012	ONCOLEAD_CELL_RDES	CDKi	NA	PD0332991_Palbociclib	0.438	sarcoma	sarcoma - ewings
Oncolead_012	ONCOLEAD_CELL_SAOS2	CDKi	NA	PD0332991_Palbociclib	0.365	sarcoma	sarcoma - osteosarcoma
Oncolead_012	ONCOLEAD_CELL_SW620	CDKi	NA	PD0332991_Palbociclib	0.395	colon	colon
Oncolead_012	ONCOLEAD_CELL_U2OS	CDKi	NA	PD0332991_Palbociclib	0.403	sarcoma	sarcoma - osteosarcoma
Oncolead_012	ONCOLEAD_CELL_U87MG	CDKi	NA	PD0332991_Palbociclib	0.642	brain	brain - GBM
Oncolead_012	ONCOLEAD_CELL_WSUNHL	CDKi	NA	PD0332991_Palbociclib	0.512	hematological	heme - NHL
Oncolead_012	ONCOLEAD_CELL_A204	CDKi	NA	Roscovitine_Seliciclib	0.29	sarcoma	sarcoma - rhabdomyosarcoma
Oncolead_012	ONCOLEAD_CELL_A549	CDKi	NA	Roscovitine_Seliciclib	0.303	lung	lung - NSCLC
Oncolead_012	ONCOLEAD_CELL_ASPC1	CDKi	NA	Roscovitine_Seliciclib	0.238	pancreas	pancreas
Oncolead_012	ONCOLEAD_CELL_BXPC3	CDKi	NA	Roscovitine_Seliciclib	0.1689999999999999	pancreas	pancreas
Oncolead_012	ONCOLEAD_CELL_COLO205	CDKi	NA	Roscovitine_Seliciclib	0.23	colon	colon
Oncolead_012	ONCOLEAD_CELL_DU145	CDKi	NA	Roscovitine_Seliciclib	0.245	prostate	prostate
Oncolead_012	ONCOLEAD_CELL_HEPG2	CDKi	NA	Roscovitine_Seliciclib	0.299	liver	liver
Oncolead_012	ONCOLEAD_CELL_HL60	CDKi	NA	Roscovitine_Seliciclib	0.1669999999999999	hematological	heme - AML
Oncolead_012	ONCOLEAD_CELL_HT1080	CDKi	NA	Roscovitine_Seliciclib	0.19	sarcoma	sarcoma - fibrosarcoma
Oncolead_012	ONCOLEAD_CELL_HT29	CDKi	NA	Roscovitine_Seliciclib	0.248	colon	colon
Oncolead_012	ONCOLEAD_CELL_IGROV1	CDKi	NA	Roscovitine_Seliciclib	0.283	ovary	ovary
Oncolead_012	ONCOLEAD_CELL_LOVO	CDKi	NA	Roscovitine_Seliciclib	0.221	colon	colon
Oncolead_012	ONCOLEAD_CELL_MDAMB231	CDKi	NA	Roscovitine_Seliciclib	0.305	breast	breast - TNBC
Oncolead_012	ONCOLEAD_CELL_MDAMB435	CDKi	NA	Roscovitine_Seliciclib	0.222	melanoma	melanoma
Oncolead_012	ONCOLEAD_CELL_MDAMB436	CDKi	NA	Roscovitine_Seliciclib	0.397	breast	breast - TNBC
Oncolead_012	ONCOLEAD_CELL_MHHES1	CDKi	NA	Roscovitine_Seliciclib	0.1	sarcoma	sarcoma - ewings
Oncolead_012	ONCOLEAD_CELL_MIAPACA2	CDKi	NA	Roscovitine_Seliciclib	0.219	pancreas	pancreas
Oncolead_012	ONCOLEAD_CELL_MV411	CDKi	NA	Roscovitine_Seliciclib	0.256	hematological	heme - AML
Oncolead_012	ONCOLEAD_CELL_NCIH460	CDKi	NA	Roscovitine_Seliciclib	0.191	lung	lung - NSCLC
Oncolead_012	ONCOLEAD_CELL_PANC1	CDKi	NA	Roscovitine_Seliciclib	0.173	pancreas	pancreas
Oncolead_012	ONCOLEAD_CELL_RAMOS	CDKi	NA	Roscovitine_Seliciclib	0.034	hematological	heme - burkitt lymphoma
Oncolead_012	ONCOLEAD_CELL_RDES	CDKi	NA	Roscovitine_Seliciclib	0.28	sarcoma	sarcoma - ewings
Oncolead_012	ONCOLEAD_CELL_SAOS2	CDKi	NA	Roscovitine_Seliciclib	0.265	sarcoma	sarcoma - osteosarcoma
Oncolead_012	ONCOLEAD_CELL_SW620	CDKi	NA	Roscovitine_Seliciclib	0.256	colon	colon
Oncolead_012	ONCOLEAD_CELL_U2OS	CDKi	NA	Roscovitine_Seliciclib	0.1689999999999999	sarcoma	sarcoma - osteosarcoma
Oncolead_012	ONCOLEAD_CELL_U87MG	CDKi	NA	Roscovitine_Seliciclib	0.261	brain	brain - GBM
Oncolead_012	ONCOLEAD_CELL_WSUNHL	CDKi	NA	Roscovitine_Seliciclib	0.245	hematological	heme - NHL
Oncolead_012	ONCOLEAD_CELL_A204	CDKi	NA	RO3306	0.342	sarcoma	sarcoma - rhabdomyosarcoma
Oncolead_012	ONCOLEAD_CELL_A549	CDKi	NA	RO3306	0.404	lung	lung - NSCLC
Oncolead_012	ONCOLEAD_CELL_ASPC1	CDKi	NA	RO3306	0.259	pancreas	pancreas
Oncolead_012	ONCOLEAD_CELL_BXPC3	CDKi	NA	RO3306	0.306	pancreas	pancreas
Oncolead_012	ONCOLEAD_CELL_COLO205	CDKi	NA	RO3306	0.339	colon	colon
Oncolead_012	ONCOLEAD_CELL_DU145	CDKi	NA	RO3306	0.308	prostate	prostate
Oncolead_012	ONCOLEAD_CELL_HEPG2	CDKi	NA	RO3306	0.315	liver	liver
Oncolead_012	ONCOLEAD_CELL_HL60	CDKi	NA	RO3306	0.374	hematological	heme - AML
Oncolead_012	ONCOLEAD_CELL_HT1080	CDKi	NA	RO3306	0.247	sarcoma	sarcoma - fibrosarcoma
Oncolead_012	ONCOLEAD_CELL_HT29	CDKi	NA	RO3306	0.356	colon	colon
Oncolead_012	ONCOLEAD_CELL_IGROV1	CDKi	NA	RO3306	0.321	ovary	ovary
Oncolead_012	ONCOLEAD_CELL_LOVO	CDKi	NA	RO3306	0.381	colon	colon
Oncolead_012	ONCOLEAD_CELL_MDAMB231	CDKi	NA	RO3306	0.324	breast	breast - TNBC
Oncolead_012	ONCOLEAD_CELL_MDAMB435	CDKi	NA	RO3306	0.352	melanoma	melanoma
Oncolead_012	ONCOLEAD_CELL_MDAMB436	CDKi	NA	RO3306	0.415	breast	breast - TNBC
Oncolead_012	ONCOLEAD_CELL_MHHES1	CDKi	NA	RO3306	0.361	sarcoma	sarcoma - ewings
Oncolead_012	ONCOLEAD_CELL_MIAPACA2	CDKi	NA	RO3306	0.358	pancreas	pancreas
Oncolead_012	ONCOLEAD_CELL_MV411	CDKi	NA	RO3306	0.424	hematological	heme - AML
Oncolead_012	ONCOLEAD_CELL_NCIH460	CDKi	NA	RO3306	0.33	lung	lung - NSCLC
Oncolead_012	ONCOLEAD_CELL_PANC1	CDKi	NA	RO3306	0.303	pancreas	pancreas
Oncolead_012	ONCOLEAD_CELL_RAMOS	CDKi	NA	RO3306	0.27	hematological	heme - burkitt lymphoma
Oncolead_012	ONCOLEAD_CELL_RDES	CDKi	NA	RO3306	0.349	sarcoma	sarcoma - ewings
Oncolead_012	ONCOLEAD_CELL_SAOS2	CDKi	NA	RO3306	0.378	sarcoma	sarcoma - osteosarcoma
Oncolead_012	ONCOLEAD_CELL_SW620	CDKi	NA	RO3306	0.368	colon	colon
Oncolead_012	ONCOLEAD_CELL_U2OS	CDKi	NA	RO3306	0.331	sarcoma	sarcoma - osteosarcoma
Oncolead_012	ONCOLEAD_CELL_U87MG	CDKi	NA	RO3306	0.336	brain	brain - GBM
Oncolead_012	ONCOLEAD_CELL_WSUNHL	CDKi	NA	RO3306	0.339	hematological	heme - NHL
Oncolead_012	ONCOLEAD_CELL_A204	CDKi	NA	THZ1	0.7020000000000001	sarcoma	sarcoma - rhabdomyosarcoma
Oncolead_012	ONCOLEAD_CELL_A549	CDKi	NA	THZ1	0.138	lung	lung - NSCLC
Oncolead_012	ONCOLEAD_CELL_ASPC1	CDKi	NA	THZ1	0.026	pancreas	pancreas
Oncolead_012	ONCOLEAD_CELL_BXPC3	CDKi	NA	THZ1	0.6	pancreas	pancreas
Oncolead_012	ONCOLEAD_CELL_COLO205	CDKi	NA	THZ1	0.6409999999999999	colon	colon
Oncolead_012	ONCOLEAD_CELL_DU145	CDKi	NA	THZ1	0.634	prostate	prostate
Oncolead_012	ONCOLEAD_CELL_HEPG2	CDKi	NA	THZ1	0.735	liver	liver
Oncolead_012	ONCOLEAD_CELL_HL60	CDKi	NA	THZ1	0.7020000000000001	hematological	heme - AML
Oncolead_012	ONCOLEAD_CELL_HT1080	CDKi	NA	THZ1	0.602	sarcoma	sarcoma - fibrosarcoma
Oncolead_012	ONCOLEAD_CELL_HT29	CDKi	NA	THZ1	0.073	colon	colon
Oncolead_012	ONCOLEAD_CELL_IGROV1	CDKi	NA	THZ1	0.7120000000000001	ovary	ovary
Oncolead_012	ONCOLEAD_CELL_LOVO	CDKi	NA	THZ1	0.59	colon	colon
Oncolead_012	ONCOLEAD_CELL_MDAMB231	CDKi	NA	THZ1	0.606	breast	breast - TNBC
Oncolead_012	ONCOLEAD_CELL_MDAMB435	CDKi	NA	THZ1	0.042	melanoma	melanoma
Oncolead_012	ONCOLEAD_CELL_MDAMB436	CDKi	NA	THZ1	0.6559999999999999	breast	breast - TNBC
Oncolead_012	ONCOLEAD_CELL_MHHES1	CDKi	NA	THZ1	0.72	sarcoma	sarcoma - ewings
Oncolead_012	ONCOLEAD_CELL_MIAPACA2	CDKi	NA	THZ1	0.698	pancreas	pancreas
Oncolead_012	ONCOLEAD_CELL_MV411	CDKi	NA	THZ1	0.8109999999999999	hematological	heme - AML
Oncolead_012	ONCOLEAD_CELL_NCIH460	CDKi	NA	THZ1	0.071	lung	lung - NSCLC
Oncolead_012	ONCOLEAD_CELL_PANC1	CDKi	NA	THZ1	0.351	pancreas	pancreas
Oncolead_012	ONCOLEAD_CELL_RAMOS	CDKi	NA	THZ1	0.343	hematological	heme - burkitt lymphoma
Oncolead_012	ONCOLEAD_CELL_RDES	CDKi	NA	THZ1	0.71	sarcoma	sarcoma - ewings
Oncolead_012	ONCOLEAD_CELL_SAOS2	CDKi	NA	THZ1	0.747	sarcoma	sarcoma - osteosarcoma
Oncolead_012	ONCOLEAD_CELL_SW620	CDKi	NA	THZ1	0.6729999999999999	colon	colon
Oncolead_012	ONCOLEAD_CELL_U2OS	CDKi	NA	THZ1	0.5920000000000001	sarcoma	sarcoma - osteosarcoma
Oncolead_012	ONCOLEAD_CELL_U87MG	CDKi	NA	THZ1	0.614	brain	brain - GBM
Oncolead_012	ONCOLEAD_CELL_WSUNHL	CDKi	NA	THZ1	0.688	hematological	heme - NHL
Oncolead_012	ONCOLEAD_CELL_A204	CDKi	NA	Purvalanol	0.009	sarcoma	sarcoma - rhabdomyosarcoma
Oncolead_012	ONCOLEAD_CELL_A549	CDKi	NA	Purvalanol	0.049	lung	lung - NSCLC
Oncolead_012	ONCOLEAD_CELL_ASPC1	CDKi	NA	Purvalanol	0.009	pancreas	pancreas
Oncolead_012	ONCOLEAD_CELL_BXPC3	CDKi	NA	Purvalanol	0.0	pancreas	pancreas
Oncolead_012	ONCOLEAD_CELL_COLO205	CDKi	NA	Purvalanol	0.027	colon	colon
Oncolead_012	ONCOLEAD_CELL_DU145	CDKi	NA	Purvalanol	0.011	prostate	prostate
Oncolead_012	ONCOLEAD_CELL_HEPG2	CDKi	NA	Purvalanol	0.0	liver	liver
Oncolead_012	ONCOLEAD_CELL_HL60	CDKi	NA	Purvalanol	0.086	hematological	heme - AML
Oncolead_012	ONCOLEAD_CELL_HT1080	CDKi	NA	Purvalanol	0.032	sarcoma	sarcoma - fibrosarcoma
Oncolead_012	ONCOLEAD_CELL_HT29	CDKi	NA	Purvalanol	0.008	colon	colon
Oncolead_012	ONCOLEAD_CELL_IGROV1	CDKi	NA	Purvalanol	0.063	ovary	ovary
Oncolead_012	ONCOLEAD_CELL_MDAMB231	CDKi	NA	Purvalanol	0.136	breast	breast - TNBC
Oncolead_012	ONCOLEAD_CELL_MDAMB435	CDKi	NA	Purvalanol	0.035	melanoma	melanoma
Oncolead_012	ONCOLEAD_CELL_MDAMB436	CDKi	NA	Purvalanol	0.174	breast	breast - TNBC
